NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
12.569878,18.176939,18.089222,2.69771,1.24398,145,30.7,915,7.5,1.74
25.88463,78.95786,73.39587,18.05108,4.27704,590.91,30.7,1328,7.9,1
4.36663,17.95666,6.57712,3.2482,2.57058,81.43,25.2,630,8.2,6.32
46.15834,64.758375,64.56351,9.78731,0.1192,180,26.6,1122,7.9,1
27.55928,63.817829,63.79231,5.95689,5.11972,175,29.3,1104,8.1,2.32
24.335545,32.54348,32.500115,7.04519,4.81601,90,32.8,1060,7.9,1.94
11.13132,15.72538,15.70562,2.80753,1.95233,72,31.8,1244,7.4,3.31
4.855567,25.100891,12.368997,3.70326,2.65803,165.71,27.3,746,7.9,5.25
20.375109,26.446643,26.436529,5.32219,4.36723,38.67,25.2,817,7.5,2.68
16.10638,23.764796,23.73211,4.42447,3.35731,148.57,31.8,1237,7,2.09
17.373257,26.73676,26.715174,3.39422,2.34598,115.2,32.4,1082,7.8,2.06
0.0367,0.5511,0.462,0.1316,0.1651,11,24.6,200.6,8,6.4
0.135135,1.820886,1.007832,0.098406,0.001,6.305,,2163.1,,10.4762
0.1128,0.1517,0.1128,0.2179,0.001,26,20.8,188,8.1,8.52
0.0541,0.5584,0.4828,0.1149,0.0374,36.5,25.7,187,8,7.88
0.1014,0.6425,0.5164,0.0849,0.0523,10,30.6,310,8.24,7.23
0.0676,1.527,0.6376,0.1688,0.0717,54,32.8,351,8.07,6.94
0.2772,1.3141,0.8357,0.1843,0.0675,180,31.5,334,8.06,6.88
0.121,2.118,1.642,0.488,0.06,27,24.9,134,8.04,7.78
0.091,0.598,0.349,0.102,0.055,8.67,22.8,118,7.89,8.38
0.057,0.332,0.27,0.128,0.021,9.3,25.8,245,8.56,8.32
0.034,0.419,0.377,0.115,0.019,10,28.3,272,8.5,8.2
0.141,0.776,0.458,0.205,0.048,127.1,32.1,350,8.1,6.7
0.088,0.721,0.114,0.013,0.135,113.3,32.5,342,8.1,7.2
0.131,0.923,0.705,0.172,0.082,120,29.2,307,8.2,7.1
0.124866,0.719078,0.460578,0.0634,0.0333,13,22.7,236,8,8.44
0.109041,0.256391,0.2143,0.0431,0.035737,20,25.4,251,7.6,7.66
0.091563,0.464168,0.344934,0.112179,0.082378,10,24.2,255,8.5,8.1
0.015769,2.619284,1.879544,0.568704,0.132757,350,30.8,290,8.3,6.15
0.072643,1.528511,0.950911,0.235985,0.143683,42,31.5,325,8.3,7.52
0.035198,0.225722,0.035198,0.212613,0.06662,60,30.1,198,7.2,6.3
0.030341,0.471894,0.387349,0.088432,0.024306,10.5,23.3,204,8.4,9.55
0.100283,0.623949,0.54746,0.072026,0.031415,8,22.6,202,9.5,8.16
0.089108,1.077237,0.608852,0.103906,0.065429,10,26.2,252,8.3,7.86
0.389224,1.336616,1.142187,0.423651,0.09329,290,27.8,268,8,6.56
0.226455,1.772197,1.284011,0.567095,0.142154,1220,32.7,182,8.6,6.38
0.336893,1.410987,1.146227,0.355297,0.048153,163.75,28.9,224,7.9,7.13
0.0374,0.33926,0.29434,0.02564,0.00144,10,20.8,215,8.2,8.53
0.07148,0.44831,0.4188,0.05225,0.03824,10,24.5,246,8.2,7.63
0.12236,0.67657,0.50152,0.11642,0.05813,10,26.6,258,8.2,7.92
0.054398,0.536104,0.381122,0.08231,0.0803,10,29.9,331,8.2,7.39
0.292959,2.837699,1.924854,0.37016,0.1272,194.29,30.8,334,7.9,6.74
0.1904,1.40157,1.1037,0.2914,0.09753,143.33,28.8,246,8.1,6.06
0.02478,0.42353,0.3945,0.05174,0.03349,13.5,21.1,246,8.7,10.01
0.198397,1.045282,0.873597,0.11051,0.04502,100,21.6,257,8.5,8.52
0.044773,0.573027,0.524853,0.12608,0.05071,25.5,23.8,237,8.4,8.07
0.053714,1.057292,0.807324,0.10821,0.07674,14,30.3,293,7.4,6.88
0.150883,1.375568,0.758043,0.20142,0.14767,204.35,27.5,220,8.3,8.29
0.054034,0.679831,0.506134,0.0879,0.06427,39,25.1,201,8.3,7.89
0.042294,0.572881,0.392234,0.09155,0.0319,17.5,20.4,118,8.5,7.63
0.265915,1.762678,1.216645,0.23494,0.14686,82,26.3,197,7.8,6.97
0.2199,1.39342,1.045427,0.25059,0.1176,123,33.2,726,8,8.23
0.0652,0.5498,0.399,0.0933,0.0297,5,,169,7.72,6.34
0.05,0.9132,0.893,0.0895,0.0158,9,28.9,205.9,,
0.075,0.5849,0.4912,0.0896,0.031,36,32.8,282,,
0.04,0.488,0.372,0.071,0.022,11.5,25,216,8.2,8.6
0.044,0.817,0.569,0.062,0.013,13.5,33,283,8.6,8.1
0.057752,1.630569,0.472831,0.069696,0.087978,6,25.3,259,7.7,6.24
0.218937,1.088929,0.765824,0.155167,0.0408,42,32.8,236,9.7,9.6
0.15295,0.577429,0.573464,0.051758,0.001859,5,28.4,221,8,6.1
0.150234,0.86747,0.862185,0.080329,0.00298,28,34,270,9,10.4
0.030675,0.797997,0.770876,0.031123,0.009187,10,26.4,251,8.6,8.9
0.177065,0.838676,0.588054,0.292256,0.292256,10,33.2,274,9.4,9.2
0.181607,0.847188,0.824957,0.217507,0.217507,10,31.7,292,9.1,9.8
0.349276,0.424304,0.349276,0.099365,0.015497,36.3,32.9,315,8.7,8.7
0.10982,0.953453,0.77646,0.15826,0.023718,69,23.8,183,8.4,7
0.072142,0.489207,0.468622,0.038884,0.020659,10,23.1,189,8.5,8.1
0.017302,0.649616,0.621402,0.094656,0.040524,10,28.9,292,7.6,3.6
0.003,0.661309,0.661304,0.025971,0.003805,10,32.5,243,7.9,7.4
0.0328,0.5721,0.4433,0.0884,0.0341,5,,171.3,7.69,6.09
0.0552,0.9003,0.8804,0.0941,0.0184,9,28.8,201.5,,
0.0669,0.8621,0.7032,0.0961,0.0305,56,36.3,283,,
0.053,0.516,0.402,0.074,0.021,11,24.9,112,7.9,8.4
0.113,1.023,0.777,0.078,0.008,16,31.2,273,8.7,8.1
0.15191,0.536407,0.469914,0.103258,0.048691,28,26.8,260,7.9,6.7
0.236666,1.440306,1.104585,0.160231,0.029692,42,33,238,9.9,9.16
0.211543,0.591398,0.586361,0.058289,0.002459,5,27.4,232,7.5,6
0.121224,0.684014,0.669716,0.069855,0.011637,26.67,32.3,260,8.3,10.7
0.061198,0.645131,0.629648,0.029871,0.009343,10,26.8,251,8.6,9.1
0.245027,0.721112,0.692168,0.070381,0.014943,10,33.2,276,9.5,9.7
0.161774,0.785471,0.758514,0.064501,0.018196,10,30.5,292,8.9,9
0.215358,0.420834,0.215358,0.208534,0.015109,154,31.3,303,8.7,8.7
0.11963,0.768624,0.5818,0.080739,0.03062,16,23.3,182,8.2,6.2
0.064385,0.498361,0.480645,0.040507,0.021155,10,23.7,185,8.4,8.1
0.149715,0.682541,0.662325,0.120721,0.029337,10,28.6,254,7.6,3.6
0.010168,0.673911,0.657012,0.048115,0.003049,10,31.9,242,8.2,6.9
0.0249,0.4977,0.3966,0.0701,0.021,5,,172,7.74,7.09
0.0688,1.0463,1.0278,0.1326,0.015,48,28,129.9,,
0.0724,0.5081,0.4768,0.0509,0.0114,36,33.6,284,,
0.048,0.612,0.463,0.072,0.022,14.8,24.9,216,8.2,8.4
0.041,0.9,0.678,0.083,0.027,31.9,31.4,272,8.8,8.7
0.112376,0.73098,0.65319,0.091954,0.019473,50,28.8,283,7.9,7.9
0.103731,1.089273,0.723614,0.141135,0.044929,42,33.1,239,9.7,9.35
0.088285,0.613264,0.608302,0.049437,0.002943,15.29,28.8,230,8.2,4.9
0.060491,0.686537,0.683245,0.284627,0.001,51,34,269,8.8,10.4
0.044172,0.944426,0.939366,0.047664,0.005952,10,27,264,8.4,7.9
0.094118,0.577463,0.531655,0.071067,0.032679,26.47,33.1,274,9.4,9.6
0.058354,1.691883,1.651094,0.098978,0.010886,47,37.8,342,8.8,9.8
0.501095,1.493665,0.501095,,0.076887,1400,28.4,167.5,7.7,4.7
0.083435,0.664021,0.549975,0.061431,0.021387,10.5,23.8,182,8.3,9
0.041268,0.402084,0.383968,0.04576,0.013968,15,23.5,185,8.4,8
0.118949,0.633568,0.581409,0.468146,0.025696,37.5,28.9,298,7.6,5.6
0.008978,0.670118,0.636316,0.037257,0.002458,10,30.8,243,8.2,7.6
0.0273,0.4656,0.3416,0.0805,0.0292,5,,172.4,7.65,6.08
0.0585,0.8944,0.8804,0.0944,0.0124,15.5,28.3,207.1,,
0.0934,0.6418,0.5267,0.0672,0.0203,29,31.8,285,,
0.047,0.562,0.444,0.076,0.02,13.3,24.9,212,8.2,8.8
0.063,1.017,0.746,0.073,0.007,14.5,30.7,271,8.4,6.8
0.098809,0.623478,0.569698,0.073751,0.01497,30,27.5,271,7.7,5.89
0.170287,1.112031,0.713522,0.160761,0.112042,38.67,32.7,237,9.9,9.27
0.127722,0.515129,0.510126,0.040429,0.003686,6.5,28.2,190,8.2,7.5
0.08524,0.688489,0.682633,0.243326,0.001,56.25,32.5,260,8.7,10.2
0.052341,0.600048,0.593586,0.026453,0.009998,10,27.1,248,8.6,8.8
0.175705,0.767038,0.694704,0.125222,0.063088,30.29,33.4,277,9.5,10.5
0.292353,1.135938,0.945203,0.131465,0.025794,10,31.3,303,8.9,9
0.306985,0.612669,0.398985,0.208663,0.029477,128,32.1,298,8.4,7.3
0.086409,0.738978,0.536119,0.061149,0.025079,10,23.9,184,8.4,6.3
0.02799,0.370314,0.35003,0.036851,0.020389,10,22.6,188,8.3,7.6
0.033335,0.494119,0.474295,0.23884,0.03882,124.29,28.4,287,7.6,4.2
0.15281,0.437988,0.414341,0.026721,0.002858,10,30.8,241,8.1,6.5
0.0333,0.5698,0.4117,0.0871,0.0306,5,,169.6,7.76,6.22
0.0688,0.9589,0.9051,0.0823,0.0182,6,26.9,196.3,,
0.1065,0.1753,0.1065,0.0663,0.0418,50,32,292,,
0.057,0.639,0.492,0.071,0.019,10.3,24.8,209,8.3,9.2
0.155,0.902,0.693,0.099,0.022,8.5,31.5,271,9.1,11.4
0.109696,0.469109,0.389057,0.065777,0.028727,10,26,256,7.9,5.96
0.335105,1.134789,0.889788,0.192063,0.052378,46,32.7,237,9.5,9.54
0.208247,0.66533,0.660307,0.067771,0.001,5.5,27.8,221,8,4.6
0.115212,0.671927,0.665259,0.078731,0.001,23.57,32.1,256,8.2,9.9
0.048204,0.58457,0.579478,0.024504,0.003784,10,25.4,245,8.4,8.4
0.272708,0.822603,0.703067,0.087658,0.118787,10,32.6,273,9.3,9.4
0.130831,0.862125,0.840211,0.155089,0.014326,10,29.8,281,9,9.4
0.379518,0.416702,0.379518,0.137433,0.024167,45.38,,297,8.9,13.4
0.092332,0.83837,0.643082,0.079701,0.030657,15.5,23.7,181,8.4,6.9
0.058305,0.629166,0.591915,0.033884,0.010565,10,22.9,188,8.5,8.4
0.365378,1.070609,1.042058,0.217832,0.037888,60,29.5,280,7.5,4.2
0.013617,0.469253,0.456523,0.030311,0.002956,10,34.2,246,7.8,6.6
0.1549,1.1189,0.6206,0.106,0.0852,25,,,8.27,6.38
0.3467,1.0765,0.4631,0.1047,0.320382,18.5,,,8.27,6.38
0.0748,0.3686,0.3099,0.0707,0.0243,40,25.1,152.1,7.88,8.26
0.0654,0.919,0.5542,0.1215,0.0266,15,29.8,187,7.84,7.95
0.0666,0.7883,0.5168,0.2112,0.0312,25.25,32.1,205.8,8.09,6.95
0.0811,0.6156,0.4341,0.0766,0.0573,15.75,33.8,273,8.1,7.36
0.7899,3.5533,0.7899,0.245,0.1523,88.33,31.6,326,7.59,5.78
0.113,2.609,1.454,0.631,0.049,310,25.4,198,7.67,6.61
0.177,0.491,0.346,0.086,0.035,34.5,26.2,162,7.96,8.16
0.272,0.541,0.418,0.144,0.025,49.2,24,150,8.06,8.16
0.108,0.435,0.344,0.07,0.027,20.3,27.2,179,8.2,8.4
0.094,0.441,0.343,0.047,0.021,18.6,34.8,236,8.2,8.8
0.193,4.049,2.233,0.636,0.195,343.3,28.3,191,8,6.9
0.346,1.653,0.766,0.19,0.097,40,32.3,489,8,6.9
0.12678,0.654969,0.483169,0.069285,0.0432,32,24.7,164,8.3,7.44
0.08867,0.570091,0.448531,0.077364,0.061594,36,25.5,147,8.1,7.48
0.120609,0.58984,0.520486,0.111077,0.052227,21.5,28.8,171,8.6,7.42
0.13638,3.158934,1.009586,0.234516,0.140106,21,32.6,340,8.1,6.5
0.096428,2.043424,0.962507,0.214984,0.105199,40,31.7,385,8,6.34
0.089092,1.711621,0.828204,0.306373,0.095795,680,25.5,301,7.7,8.97
0.042085,0.745313,0.5078,0.1046,0.028423,28,25,217,8.3,8.59
0.155857,0.848459,0.599862,0.118911,0.021477,67,25,162,8.3,6.93
0.19934,0.564141,0.422644,0.079027,0.041412,21,32.6,176,7.4,7.97
0.209705,0.84012,0.613358,0.089185,0.034428,24,32.8,268,7.8,7.22
0.282497,1.299261,0.707755,0.1294,0.115107,40,32.5,285,7.8,7.3
0.159697,1.151327,0.84451,0.103957,0.033924,30,31.6,260,8,7.27
0.11689,0.5766,0.39352,0.05965,0.0171,19,21.9,162,7.8,8.51
0.11653,0.74462,0.61937,0.07623,0.03082,37,25.3,147,7.9,6.93
0.18838,0.47515,0.42413,0.06913,0.03554,13.5,27,150,8.2,7.75
0.408356,5.894279,2.671042,0.62899,0.28476,303.85,30.5,166,7.3,5.13
0.26878,1.15234,0.99512,0.13531,0.0418,52.26,31.8,190,8.1,6.91
0.16794,0.93896,0.68161,0.1075,0.07175,26,29.6,170,8.1,6.89
0.021792,0.87578,0.493692,0.05926,0.08804,18,23.1,141,8,8.61
0.059099,0.721267,0.638069,0.04652,0.04707,13,22.6,143,8.1,8.93
0.035845,1.59528,1.560165,0.08282,0.04166,24,24.4,144,8.2,7.85
0.055985,1.051166,0.785135,0.1611,0.08595,65.88,34.4,250,8.8,7.12
0.18288,1.617872,0.85217,0.16274,0.12696,35.33,30.5,228,7.9,7.68
0.088938,2.176648,1.502018,0.15287,0.06952,18.24,24.4,184,8.2,8.25
0.040747,0.548346,0.310847,0.08042,0.04791,20.5,22.1,138,8.1,8.98
0.05007,1.10344,0.61496,0.12638,0.05267,29,26.1,172,7.3,7.92
0.121279,1.18815,0.877123,0.24639,0.08566,241.5,29.2,216.2,8.3,6.14
0.1108,0.31,0.2487,0.0495,0.0317,10,,152,7.1,3.95
0.1787,0.3831,0.3132,0.0579,0.0252,6,,152,7.1,3.95
0.0784,0.473,0.4317,0.0622,0.0181,8.3333,23.5,150.7,7.72,8.54
0.0814,0.7266,0.6574,0.1009,0.0168,8,27.7,151,7.5,6.41
0.0337,0.1525,0.0607,0.0252,0.035,14,31.5,172.2,7.97,4.91
0.0628,0.4536,0.412,0.0667,0.0434,8.33,31.8,247,7.78,4.45
0.1522,2.0896,0.7334,0.2893,0.1663,88.33,31.1,187,7.33,5.4
0.082,1.952,1.382,0.699,0.08,272.5,25.5,110,7.52,6.27
0.42,0.489,0.42,0.085,0.03,18,24,552,7.76,8.52
0.289,0.53,0.412,0.129,0.015,20.3,23.9,147,8.15,8.13
0.077,0.447,0.407,0.085,0.037,23.3,27.6,157,7.6,8.3
0.071,0.716,0.673,0.078,0.032,15.2,31.9,195,8.6,7.8
0.087,2.004,1.201,0.202,0.111,53.8,31.8,241,8.4,7.4
0.035,0.708,0.669,0.086,0.025,16,31.2,294,8.2,6.7
0.612515,0.697515,0.612515,0.040457,0.0373,8,23.1,132,8.4,7.6
0.089149,0.351482,0.2418,0.049604,0.077263,8.67,25.2,141,8,7.55
0.122577,0.56869,0.530252,0.096983,0.049261,8,27.6,180,8.6,6.7
0.065386,0.827606,0.574538,0.155736,0.053927,6,34.7,258,8.2,7.54
0.054784,1.195335,0.910234,0.233458,0.084674,52,31.5,384,8.2,6.54
0.095363,0.680808,0.561442,0.162306,0.046223,24,,208,7.4,6.91
0.037461,0.629296,0.5094,0.082,0.019808,14,23.8,153,8.5,7.18
0.127879,0.442574,0.36252,0.053141,0.020128,11.5,24.4,159,8.2,6.85
0.112502,0.499932,0.454529,0.082983,0.028939,17.5,27.6,146,7.4,5.82
0.14968,0.655579,0.566523,0.045286,0.045286,5,29.4,191,7.3,5.3
0.107607,0.60593,0.472059,0.085063,0.067828,10,31.7,195,7.5,4.85
0.198028,0.486037,0.405595,0.078732,0.044389,10,27.9,168,7.5,5.39
0.03114,0.3723,0.31756,0.0372,0.01322,10,21.5,132,7.7,7.61
0.13096,0.61715,0.49857,0.04935,0.02484,10,24.1,138,7.9,8.2
0.13868,0.37334,0.34524,0.05638,0.03965,10,26.7,148,8.2,7.63
0.20122,1.017663,0.891569,0.11884,0.05745,51,29.8,153,8,6.94
0.2884,0.92559,0.91468,0.16654,0.01804,15.5,31.5,176,8.2,7.13
0.31751,1.10131,0.78235,0.09606,0.08966,10,27.6,156,8,6.26
0.030278,0.802187,0.622608,0.046,0.0599,11.5,22.5,143,7.9,8.98
0.066219,0.849476,0.671389,0.03735,0.04744,10,22.3,143,8.2,8.77
0.060737,0.690161,0.655787,0.06552,0.07491,10,24.1,142,8,7.73
0.067232,0.809826,0.518502,0.23469,0.04635,14.5,33.8,235,7.6,7.32
0.262554,1.328118,0.981504,0.20745,0.10943,42,28.3,149,7.7,6.34
0.148877,1.012917,0.835337,0.16774,0.07415,21.33,23.9,120,8.1,7.18
0.040396,0.499396,0.364856,0.0933,0.04229,11,21.8,122,7.8,7.79
0.07809,1.232605,0.9061,0.15426,0.05704,26.5,25.2,146,7.1,6.48
0.12649,0.77739,0.638917,0.20555,0.05787,64.5,27.1,165,8.3,5.64
0.2277,0.5885,0.5558,0.0672,0.0171,10,,185.7,7.48,
0.1069,0.1154,0.1069,0.0448,0.0251,10,29.7,140.4,,
0.3668,0.787,0.4821,0.482,0.0474,295,32.6,157,,9.31
0.082,0.303,0.291,0.04,0.014,10,25.8,164,7.6,8
0.149,0.8,0.782,0.068,0.039,10,32.1,244,7.8,6.3
0.055449,0.489049,0.4296,0.0895,0.0656,10,26.3,141,8.1,7.76
0.096897,0.283539,0.273935,0.055592,0.005997,6,31,149,7.5,4.8
0.07292,0.440678,0.436008,0.123796,0.001837,10,27,127,8.7,10.4
0.159864,0.835355,0.829121,0.054196,0.004715,10,33.8,188,8.4,9.2
0.032551,0.534219,0.502031,0.02766,0.007265,10,24.5,133,9.3,12.1
0.260547,0.929464,0.824867,0.026935,0.004565,10,33.4,175,9.1,7.8
0.019478,1.303781,1.266888,0.071542,0.038981,10,30.8,194,9,9.3
0.00966,0.134646,0.07965,0.057003,0.022866,26.06,31.6,176.5,8.7,8.6
0.048681,1.028852,0.873171,0.09322,0.05159,17.5,23.7,119,7.6,
0.046209,0.254931,0.227849,0.05471,0.025445,10,22.4,117,7,6
0.090275,0.517762,0.50601,0.034454,0.008098,10,32.1,180,8.3,6.4
0.1078,0.6191,0.6008,0.0807,0.0721,10,,187.7,7.65,3.93
0.0457,0.7576,0.7459,0.043,0.0053,8,32.4,159.3,,
0.1283,1.1491,0.5232,0.5232,0.0675,355,29.8,146,7.07,3.14
0.122,0.286,0.241,0.043,0.021,10,27.6,173,7.8,8.2
0.119,0.956,0.891,0.081,0.032,13,32,244,7.9,6.9
0.083555,0.349147,0.3077,0.0783,0.073323,10,27.8,154,7.9,7.57
0.12361,0.447931,0.438407,0.122344,0.008568,18,30.1,151,7.7,6.18
0.164571,0.483755,0.478242,0.133907,0.002006,10,27.9,140,7.9,10
0.072247,0.913803,0.90746,0.060629,0.003403,14,33.8,200,8.4,9.6
0.028824,0.546407,0.537504,0.034157,0.006077,10,26.2,140,9.4,12
0.438099,0.667161,0.656568,0.053021,0.004616,10,32.9,173,9.1,7.9
0.024296,0.959251,0.936236,0.039698,0.02691,10,,203,9.2,10.3
0.025931,0.397944,0.079201,0.088984,0.00683,32.5,31.5,231,8.2,7.9
0.046885,1.440958,1.270735,0.119117,0.054691,33.08,23.8,121,7.7,3.6
0.040309,0.483718,0.440899,0.052245,0.022393,10,23.1,123,7.3,7.7
0.111835,0.914966,0.899423,0.0346,0.009134,10,32.4,184.6,8.3,6.5
0.1324,0.6463,0.6385,0.0809,0.0809,10,,191.4,7.7,4.18
0.0679,0.7521,0.7446,0.0981,0.008,55.5,31.8,257,,
0.1136,0.9124,0.3492,0.3492,0.0568,185,30,150,7.7,7.04
0.119,0.37,0.336,0.069,0.021,7.3,27.4,185,7.4,8
0.067,0.865,0.728,0.077,0.029,18,30.1,245,8.1,6.9
0.089729,0.390987,0.3416,0.0792,0.099073,10,27.5,146,8,6.68
0.016087,0.412049,0.404399,0.091397,0.006916,17,29.7,161,7.8,7.32
0.198904,0.553301,0.54813,0.161899,0.004596,10,27.8,156,8.3,8.8
0.115594,0.869497,0.863177,0.05668,0.003997,20.67,33.8,198,8.2,9.4
0.034306,0.781646,0.772205,0.028834,0.003625,10,26.9,149,9.5,12.1
0.583404,0.912507,0.905631,0.072792,0.003296,10,31.8,174,9.2,8.1
0.01963,1.368744,1.33643,0.107557,0.036568,25,30.3,323,7.8,6.5
0.138312,0.63973,0.138312,0.080896,0.027039,29.41,32.5,181.4,7.7,5.7
0.047692,0.831767,0.651642,0.105386,0.055633,36.43,23.6,121,7.7,4.4
0.044586,0.371483,0.346106,0.052242,0.024139,10,22.7,126,7.7,6.7
0.140248,2.264233,2.248748,0.05498,0.010243,10,31,315,8.4,6.2
0.1811,0.5905,0.5851,0.069,0.0152,10,,183.5,7.5,3.59
0.059,0.5511,0.5381,0.0427,0.0053,14.5,33.8,163.8,,
0.139,1.0602,0.482,0.4819,0.0419,250,30.2,150,7.17,4.97
0.142,0.434,0.395,0.042,0.014,10,26.2,170,7.6,8
0.134,0.719,0.67,0.074,0.036,7,31.7,240,7.9,6
0.056188,0.532195,0.476,0.0609,0.051834,10,28.1,147,8.2,7.6
0.099302,0.411817,0.407736,0.114269,0.006594,16,30.6,150,8.1,6.28
0.120048,0.350652,0.345774,0.102161,0.001,10,27.7,144,7.8,10.2
0.081916,1.033641,1.026176,0.120504,0.003914,12,33.8,196,8.4,9.5
0.035265,0.798072,0.793435,0.055191,0.006195,10,26,140,9.3,11.3
0.353399,0.767737,0.761146,0.047226,0.004123,10,32.2,169,9.1,7.9
0.014162,1.073951,1.039512,0.042046,0.033687,12,33.3,218,9,9.4
0.032065,0.910203,0.608625,0.044228,0.026148,10,32,226,8,7.4
0.043913,0.899175,0.727853,0.122127,0.077371,38,23.7,120,7.7,3.5
0.035598,0.337428,0.321118,0.047698,0.013762,10,23.3,125,7.4,8
0.117301,0.523629,0.503793,0.030072,0.009785,10,31.4,182.9,8.1,6.3
0.0339,0.1798,0.0801,0.001,0.098,10,28.2,394,8.24,3.38
0.2131,0.520584,0.323984,0.1714,0.099,5,18.9,350,8.24,10.81
0.3091,0.6913,0.3148,0.2389,0.1342,10,27.8,455,8.26,10.14
0.0393,0.3192,0.1892,0.119,0.1478,10,26.6,329,7.91,8.87
0.5229,1.2324,1.1084,0.5856,0.3266,10,32.8,465,7.64,4.58
0.0869,1.3183,0.5989,0.1694,0.082,26,31.6,407,8.23,7.09
0.3389,1.3803,0.3578,0.8694,0.1104,730,27.3,247,7.95,7.37
0.042,0.911,0.265,0.107,0.096,10,29.6,417,8.07,6.87
0.134,0.785,0.534,0.179,0.097,10,26.8,416,8.5,9.28
0.105,0.613,0.379,0.093,0.066,10,26.8,433,8.2,10.1
0.047,0.245,0.213,,,6.2,29.5,503,7.9,8.2
0.309,1.161,0.465,0.171,0.113,35,30.2,408,8.5,6.8
0.217,1.848,1.339,0.293,0.063,92,32.4,324,8.3,6.7
0.081,0.858,0.277,0.115,0.089,10,30.6,564,8,8
0.156775,0.821125,0.507425,0.175,0.1093,10,27.8,412,8,8.8
0.111026,0.416826,0.236495,0.182129,0.163674,10,27,444,7.7,11.68
0.141576,0.278931,0.251715,0.141011,0.101926,10,28.4,474,8.2,10.92
0.182345,2.176995,1.066795,0.288879,0.1851,28,31.1,343,8.3,7.7
0.07851,1.478549,0.675449,0.1737,0.1101,39,23.3,382,8.5,6.83
0.15194,1.489971,0.702479,0.301097,0.100669,44,29.5,339,7.5,7.16
0.074688,0.452225,0.2732,0.176,0.100918,10,25.8,408,8.1,11.2
0.147526,0.367614,0.261745,0.262169,0.103267,10,31.5,441,8.8,14
0.150591,0.457328,0.421344,0.136914,0.109913,11,30.8,458,7.9,8.4
0.13674,0.601322,0.4735,0.1872,0.152951,10,31.6,488,7.9,9.54
0.378615,1.401985,0.706938,0.292867,0.084865,187.27,29.8,301,8.2,7.37
0.208158,1.35094,0.760877,0.352071,0.060335,141.43,28.7,315,8.3,7.51
0.08728,0.66924,0.35561,0.16157,0.09586,10,31,404,8.4,13.27
0.02974,0.36392,0.34783,0.09853,0.06151,10,28.6,440,8.9,
0.06871,0.41653,0.37464,0.08127,0.0836,10,29.4,463,8,8.55
0.133909,0.450021,0.407128,0.10753,0.05602,21,34.3,524,7.9,6.48
0.079273,1.498047,0.264584,0.13611,0.1282,10,33.7,404,8.3,6.61
0.06421,0.98619,0.72954,0.21698,0.02619,10,29.8,393,8.7,7.19
0.38024,1.47251,0.8365,0.32178,0.27402,10,26.3,435,8.1,8.27
0.449704,1.52283,0.876324,0.40007,0.44285,10,22.9,435,7.9,6.08
0.068469,0.235555,0.147369,0.1074,0.17815,12,27.8,435,8.4,8.72
0.146527,0.993945,0.931367,0.13761,0.0356,17.5,31.9,422,8.6,10.57
0.040702,1.008524,0.248042,0.11627,0.11627,11.5,30.6,405,8.4,7.88
0.060932,1.10444,0.554712,0.37161,0.14294,10,26.8,435,8.7,9.85
0.27877,0.788912,0.29157,0.22133,0.18358,10,25.3,362,8.3,8.1
0.026535,1.252108,0.806885,0.12095,0.08494,10,29.2,345,7.5,8.21
0.064738,1.15564,0.467688,0.1357,0.08864,23.15,34.3,406,8.8,7.15
0.003,0.258,0.003,0.013,,78,22.6,235,7.88,
0.0285,0.205224,0.136424,0.1467,0.0491,5,21.7,321,8.07,8.32
0.0668,0.141,0.0668,0.1415,0.0621,10,25.8,348,8.11,7.7
0.0525,0.2831,0.183,0.0177,0.054162,10,27.6,258,8.1,7.26
0.0699,1.0231,0.4099,0.114,0.0461,11,30.1,397,8.25,7.18
0.3259,1.2478,0.4623,0.8629,0.0954,850,25.4,224,7.98,7.61
0.003,0.831,0.421,0.107,0.086,10,27.5,366,8.23,7.65
0.069,0.256,0.177,0.105,0.066,10,23.5,337,8.2,9.08
0.15,0.267,0.15,0.086,0.056,10,26.2,338,8.4,6.7
0.25,1.018,0.491,0.129,0.095,28.7,29.7,387,8.4,7.3
0.199,1.128,0.717,0.137,0.07,49,30.5,306,8.3,7.1
0.064,0.513,0.299,0.074,0.051,10,29.6,503,7.9,8.8
0.106968,0.408512,0.230712,0.0878,0.0727,6,25.8,311,8.4,9.52
0.121087,0.190629,0.121087,0.082637,0.076267,10,28.4,322,7.5,7.76
0.049578,0.482856,0.326921,0.141517,0.027082,7.5,29.8,339,8.7,9.48
0.108544,1.140724,0.441824,0.144246,0.09899,22,30.3,362,9,6.85
0.105325,1.277817,0.501845,0.289086,0.090757,38,30,334,7.6,6.88
0.030786,0.128175,0.1096,0.1117,0.061231,10,25.5,385,8.2,10.77
0.080359,0.218216,0.175361,0.188128,0.049146,10,29.9,416,8.1,9.89
0.16742,0.540002,0.432057,0.084161,0.0629,10,29.8,373,8.7,9.39
0.127348,0.717174,0.127348,0.0743,0.129248,118,29.3,322,8,6.6
0.207565,1.550292,0.891425,0.486331,0.079265,256.67,27.1,348,7.9,7.64
0.128803,1.272469,0.718879,0.351643,0.055408,150,28.2,312,8.4,7.58
0.02859,0.53769,0.48792,0.08664,0.04078,10,26.4,352,8.3,9.67
